# 28766 (token, exchange, network, contract) rows
$$BRETT	bitmart	OPENTON	EQAnmanJNfO07EHZAsHode4AyxCFboiobF1-Y04Q7UG9sinZ
$TAPI	bitmart	BSC_BNB	0x75a9D55b89485e2156Be3698ef1d2Ea7058C2BE5
$TBC	bitmart	SOL	EYzraAuzjmriL1d5hw3NNzaE95g8nPJbqasbmooNSjTy
$TIG	bitmart	BASE-ETH	0x0C03Ce270B4826Ec62e7DD007f0B716068639F7B
$TIG	xt	BASE	0x0C03Ce270B4826Ec62e7DD007f0B716068639F7B
$TOMO	bitmart	ETH	0x6A4402a535d74Bd0C9cDb5Ce2d51822Fc9F6620E
$TOP	bitmart	BSC_BNB	0x0A927Ab3B0F48826210Ad4A43A953277AA7da8f7
$TOP	bitmart	POLYGON	0x4438da4ef8e791a9964d27742676e6a70beb2514
$UPT	bitmart	POLYGON	0xB62D9138Ba5D87D9bE0939a877e4Fb22448D7E1D
$VFX	bitmart	BSC_BNB	0xEC69F1351b66902Cd5E79f0924A5Ad049F682540
$WEN_DELIST	bitmart	STX	SP25K3XPVBNWXPMYDXBPSZHGC8APW0Z21CWJ3Y3B1.wen-nakamoto-stxcity
$ZAP	bitmart	BSC_BNB	0x208d41E6F279474D9B8De195bC6FCDaD8EdD98e8
$哭哭马	bitmart	BSC_BNB	0x671ECbCb89EE3F85E2199294E723D309d98C4444
$哭哭马	mexc	BEP20	0x671ECbCb89EE3F85E2199294E723D309d98C4444
0DOG	gateio	ERC20	0xaa6624d7363ef8284aa8ce4e18146ded5f421b2c
0DOG	mexc	ERC20	0xAA6624D7363Ef8284aA8ce4e18146dEd5f421b2c
0G	binance	BEP20	0x4b948d64de1f71fcd12fb586f4c776421a35b3ee
0G	bingx	BEP20	0x4b948d64de1f71fcd12fb586f4c776421a35b3ee
0G	bybit	BEP20	0x4B948d64dE1F71fCd12fB586f4c776421a35b3eE
0G	hitbtc	BEP-20	0x4b948d64de1f71fcd12fb586f4c776421a35b3ee
0G	xt	BEP20	0x4B948d64dE1F71fCd12fB586f4c776421a35b3eE
0X0	bitget	ERC20	0x5a3e6a77ba2f983ec0d371ea3b475f8bc0811ad5
0X0	coinex	ERC20	0x5a3e6a77ba2f983ec0d371ea3b475f8bc0811ad5
0XDEV	bitmart	ETH	0xF7498c98789957F4eE53B3E37fF5B7Ef8A6CFC7b
0XNETWORK	mexc	ERC20	0xb124Aa312C10E9fF800eD03b0D665f701be2adF2
0XS	mexc	ERC20	0x1e1FddCf2Df356F05E0fF1842e60f47F4B573659
100X	gateio	BEP20	0x016c285d5b918b92aa85ef1e147498badfe30d69
10SET	bitget	BSC	0x1ae369a6ab222aff166325b7b87eb9af06c86e57
10SET	bitmart	BSC_BNB	0x1AE369A6AB222aFF166325B7b87Eb9aF06C86E57
10SET	gateio	BEP20	0x1AE369A6AB222aFF166325B7b87Eb9aF06C86E57
10SET	mexc	ERC20	0x7FF4169a6B5122b664c51c95727d87750eC07c84
114514	bingx	SOL	AGdGTQa8iRnSx4fQJehWo4Xwbh1bzTazs55R6Jwupump
114514	bitmart	SOL	AGdGTQa8iRnSx4fQJehWo4Xwbh1bzTazs55R6Jwupump
114514	mexc	SOL	AGdGTQa8iRnSx4fQJehWo4Xwbh1bzTazs55R6Jwupump
1ART	gateio	BEP20	0xD3c325848D7c6E29b574Cb0789998b2ff901f17E
1BOX	mexc	BEP20	0x82160113b730fC0B36C18795CC976fda93ccc1e1
1CAT	bingx	ERC20	0x508e00d5cef397b02d260d035e5ee80775e4c821
1CAT	bitget	ERC20	0x508e00d5cef397b02d260d035e5ee80775e4c821
1CAT	bitmart	ETH	0x508E00D5ceF397B02d260D035e5EE80775e4C821
1CAT	htx	ERC20	0x508E00D5ceF397B02d260D035e5EE80775e4C821
1CAT	kucoin	ERC20	0x508e00d5cef397b02d260d035e5ee80775e4c821
1CAT	mexc	ERC20	0x508E00D5ceF397B02d260D035e5EE80775e4C821
1DOLLAR	bingx	BEP20	0xff5d99a5c16cf2ffb4e7da1d7c42a791e70e4444
1DOLLAR	bingx	SOL	GHichsGq8aPnqJyz6Jp1ASTK4PNLpB5KrD6XrfDjpump
1DOLLAR	bitmart	BSC_BNB	0xFF5d99A5C16cf2fFb4E7dA1d7C42a791e70e4444
1DOLLAR	coinex	SOL	GHichsGq8aPnqJyz6Jp1ASTK4PNLpB5KrD6XrfDjpump
1DOLLAR	gateio	BEP20	0xff5d99a5c16cf2ffb4e7da1d7c42a791e70e4444
1DOLLAR	gateio	SOL	GHichsGq8aPnqJyz6Jp1ASTK4PNLpB5KrD6XrfDjpump
1DOLLAR	mexc	BEP20	0xFF5d99A5C16cf2fFb4E7dA1d7C42a791e70e4444
1DOLLAR	mexc	SOL	GHichsGq8aPnqJyz6Jp1ASTK4PNLpB5KrD6XrfDjpump
1DOLLAR	xt	BEP20	0xFF5d99A5C16cf2fFb4E7dA1d7C42a791e70e4444
1DOLLAR	xt	SOLANA	GHichsGq8aPnqJyz6Jp1ASTK4PNLpB5KrD6XrfDjpump
1EARTH	gateio	ERC20	0x9e04F519b094F5F8210441e285f603f4d2b50084
1EARTH	kucoin	ERC20	0x9e04f519b094f5f8210441e285f603f4d2b50084
1EX	bingx	ERC20	0x668d78571f124415581b38d32fa9a16f1aaa8417
1EX	mexc	ERC20	0x668D78571f124415581B38D32fa9A16f1aAa8417
1GUY	mexc	BEP20	0xCAC007926755e2675e201223F7D4D68C74fd3439
1INCH	binance	BEP20	0x111111111117dc0aa78b770fa6a738034120c302
1INCH	binance	ERC20	0x111111111117dc0aa78b770fa6a738034120c302
1INCH	bingx	ERC20	0x111111111117dc0aa78b770fa6a738034120c302
1INCH	bitget	ERC20	0x111111111117dc0aa78b770fa6a738034120c302
1INCH	bitmart	ETH	0x111111111117dc0aa78b770fa6a738034120c302
1INCH	bybit	ERC20	0x111111111117dc0aa78b770fa6a738034120c302
1INCH	coinbaseadvanced	ETHEREUM	0x111111111117dc0aa78b770fa6a738034120c302
1INCH	coinex	ERC20	0x111111111117dc0aa78b770fa6a738034120c302
1INCH	gateio	ERC20	0x111111111117dc0aa78b770fa6a738034120c302
1INCH	hitbtc	ERC-20	0x111111111117dc0aa78b770fa6a738034120c302
1INCH	htx	ERC20	0x111111111117dc0aa78b770fa6a738034120c302
1INCH	kucoin	ERC20	0x111111111117dc0aa78b770fa6a738034120c302
1INCH	kucoin	KCC	0x79f3244f3ffd7500a31a90bb83c7d56649c2c7c5
1INCH	mexc	ERC20	0x111111111117dc0aa78b770fa6a738034120c302
1INCH	okx	ERC20	0x111111111117dc0aa78b770fa6a738034120c302
1INCH	xt	ERC20	0x111111111117dc0aa78b770fa6a738034120c302
1MCT	mexc	BEP20	0x80b199FEDB89EB5FD6B4efD9F000508ecC76F81C
1MIL	mexc	ERC20	0xa4ef4b0b23c1fc81d3f9ecf93510e64f58a4a016
1MORE	mexc	BEP20	0x435E0cBeeB75682BA8c11C92BFD52884D8Bf93fE
1R0R	bitmart	ETH	0xb0415D55f2C87b7f99285848bd341C367FeAc1ea
1R0R	mexc	ERC20	0xb0415D55f2C87b7f99285848bd341C367FeAc1ea
1SG	bitmart	ETH	0x0f72714b35a366285df85886a2ee174601292a17
1SOL	bybit	SOL	4ThReWAbAVZjNVgs5Ui9Pk3cZ5TYaD9u6Y89fp6EFzoF
1SOS	bitmart	SOL	HDa3zJc12ahykSsBRvgiWzr6WLEByf36yzKKbVvy4gnF
1SOS	gateio	SOL	HDa3zJc12ahykSsBRvgiWzr6WLEByf36yzKKbVvy4gnF
1SQ	bitget	ERC20	0xbc43537b7c1fadf7c71cc3b3756596b81fdf5a3d
1ST	hitbtc	ERC-20	0xaf30d2a7e90d7dc361c8c4585e9bb7d2f6f15bc7
1USE	bitmart	BSC_BNB	0x60d66a5152612F7D550796910d022Cb2c77B09de
1YIHE	mexc	BEP20	0xf5dfD94BF89E0948c7770aDF5e747dFA47Bc4444
2	mexc	ERC20	0x0c9d67B54aD1d7e9ca639Ec4446024dE6E5EaD85
200M	mexc	SOL	4ujx7weoPYqFyHkk3px1QWM3HSfG6oBxbyfBY4HHbonk
2016	mexc	SOL	EwEJ5R1im54MowvsGwYUkyfWRMV1qcRL21PumVd4pump
2024	bitmart	SOL	4LsJyJKDanqtF6bhcmJpupaGMpnjcxCpMcuFo11Vd84g
2024PUMP	mexc	BEP20	0xCEe4E6F4d8e634e329c457a4F98c090aFAfB1C4b
2024TOKEN	mexc	SOL	HUeEwErVdYkfAxZFiEAwbSYL2QriU5iz2VGRMLCHB1KH
21	mexc	SOL	4vGHdzcNrDf8XVE8H19Rqea86RULz7xi89ew1sSJpump
2CRZ	kucoin	ERC20	0x2c9c19ce3b15ae77c6d80aec3c1194cfd6f7f3fa
2CRZ	mexc	BEP20	0x3a6e8B36645D6c252714dadDD28eC0673535a109
2CRZ	mexc	ERC20	0x2c9c19ce3b15ae77c6d80aec3c1194cfd6f7f3fa
2KEY	mexc	ERC20	0xe48972fcd82a274411c01834e2f031d4377fa2c0
2MOON	mexc	BEP20	0x817b32d386cFc1F872de306DfAeDfDa36429cA1E
2PEPE	mexc	ERC20	0xc37126b2399b078e73cbCf7D7ed2df139114b2Ae
2Z	binance	SPL	J6pQQ3FAcJQeWPPGppWRb4nM8jU3wLyYbRrLh7feMfvd
2Z	bingx	SOL	J6pQQ3FAcJQeWPPGppWRb4nM8jU3wLyYbRrLh7feMfvd
2Z	bitget	SOL	J6pQQ3FAcJQeWPPGppWRb4nM8jU3wLyYbRrLh7feMfvd
2Z	bitmart	SOL	J6pQQ3FAcJQeWPPGppWRb4nM8jU3wLyYbRrLh7feMfvd
2Z	bybit	SOL	J6pQQ3FAcJQeWPPGppWRb4nM8jU3wLyYbRrLh7feMfvd
2Z	coinbaseadvanced	SOLANA	J6pQQ3FAcJQeWPPGppWRb4nM8jU3wLyYbRrLh7feMfvd
2Z	coinex	SOL	J6pQQ3FAcJQeWPPGppWRb4nM8jU3wLyYbRrLh7feMfvd
2Z	gateio	SOL	J6pQQ3FAcJQeWPPGppWRb4nM8jU3wLyYbRrLh7feMfvd
2Z	kucoin	SOL	J6pQQ3FAcJQeWPPGppWRb4nM8jU3wLyYbRrLh7feMfvd
2Z	mexc	SOL	J6pQQ3FAcJQeWPPGppWRb4nM8jU3wLyYbRrLh7feMfvd
2Z	okx	SOL	J6pQQ3FAcJQeWPPGppWRb4nM8jU3wLyYbRrLh7feMfvd
2Z	xt	SOLANA	J6pQQ3FAcJQeWPPGppWRb4nM8jU3wLyYbRrLh7feMfvd
3AC	gateio	ERC20	0x2De1218C31a04E1040fC5501b89e3A58793b3DDF
3AC	gateio	SOL	526A9a7VDdfr32EDWr3YDFgZk7BA3LjToAKG2WTbpump
3AC	mexc	ERC20	0x2De1218C31a04E1040fC5501b89e3A58793b3DDF
3AIR	mexc	BEP20	0x596834746B5b78F31A089EE7853fa595682824B7
3D3D	mexc	ERC20	0xFE60FbA03048EfFB4aCf3f0088Ec2f53d779D3BB
3KDS	gateio	BEP20	0x490153b338c2469e21c55e4ff88bdcfadac68141
3KDS	mexc	BEP20	0x490153b338c2469E21c55e4ff88bdcFaDAC68141
3KM	gateio	KAIA	0x0ab503536019cb4303bda69467c1ec5de1589918
3KM	mexc	KLAY	0x0ab503536019cb4303bda69467c1ec5de1589918
3P	bybit	SOL	3Dk2k4FZgKNe2yGXSfJYKkYD7ApLAf15nCbmSvEy8iQM
3P	mexc	BEP20	0xB806FA32eBDC04E5Dbdd2ad83E75C8F7D8E8ef8b
3TH	bitget	BSC	0x6ccc8db8e3fd5ffdd2e7b92bd92e8e27baf704a8
3ULL	bitget	AVAXC-CHAIN	0xa77e70d0af1ac7ff86726740db1bd065c3566937
3W3W	mexc	SOL	BZzUDKcBpEL72PpG2aHgaSbE35JYBA8BeEp9E5brRLem
4	bingx	BEP20	0x0a43fc31a73013089df59194872ecae4cae14444
4	bitmart	BSC_BNB	0x0A43fC31a73013089DF59194872Ecae4cAe14444
4	coinex	BSC	0x0a43fc31a73013089df59194872ecae4cae14444
4	gateio	BEP20	0x0a43fc31a73013089df59194872ecae4cae14444
4	htx	BEP20	0x0A43fC31a73013089DF59194872Ecae4cAe14444
4	mexc	BEP20	0x0A43fC31a73013089DF59194872Ecae4cAe14444
4	xt	BEP20	0x0A43fC31a73013089DF59194872Ecae4cAe14444
404A	mexc	ERC20	0xD0d19F52Ad8705E60Ff31dF75a7ACa8F1399a69e
42	bingx	BEP20	0x834baf4f7832cc3c00734ddb2e0c61c68d975822
42	bitmart	BSC_BNB	0x834BAf4f7832Cc3C00734DDb2e0c61C68d975822
42	gateio	ERC20	invalid-42-8700023-380
42	mexc	BEP20	0x834BAf4f7832Cc3C00734DDb2e0c61C68d975822
42069COIN	mexc	SOL	5CxtvaR1SskwLxfzHGurx8Enu8bgSTPyWF3YP4sWpump
4444	mexc	BEP20	0x661Af369690a8f5591CC0df7D581C83d1A6e4444
47	mexc	SOL	HdHqKPz3n52e6FCJREKY3MS56TagyvRxsxVYG7E4rF99
4BALL	mexc	BEP20	0xD6423F99863e13b0a3Fa00b5e1E5597792f74F8C
4EVER	bingx	ERC20	0xe355de6a6043b0580ff5a26b46051a4809b12793
4EVER	gateio	ERC20	0xe355de6a6043b0580ff5a26b46051a4809b12793
4EVER	mexc	ERC20	0xe355De6a6043b0580Ff5A26b46051A4809B12793
4PLAY	mexc	BEP20	0xf787e1b31e12c4be0cbfa46844c5ec851eba098d
4TOKEN	gateio	BEP20	0x61b83edf87ea662c695439a807c386455c9e797c
5IRE	bingx	ERC20	0x3bd7d4f524d09f4e331577247a048d56e4b67a7f
5IRE	bybit	ERC20	0x3bd7d4F524D09F4e331577247A048D56e4b67a7F
5IRE	gateio	ERC20	0x3bd7d4f524d09f4e331577247a048d56e4b67a7f
5IRE	mexc	ERC20	0x3bd7d4F524D09F4e331577247A048D56e4b67a7F
5SCAPE	bitmart	BSC_BNB	0x0688977ae5b10075f46519063Fd2f03aDC052C1f
5SCAPE	mexc	BEP20	0x0688977ae5b10075f46519063Fd2f03aDC052C1f
67	bingx	SOL	9AvytnUKsLxPxFHFqS6VLxaxt5p6BhYNr53SD2Chpump
67	bitmart	SOL	9AvytnUKsLxPxFHFqS6VLxaxt5p6BhYNr53SD2Chpump
67	mexc	SOL	9AvytnUKsLxPxFHFqS6VLxaxt5p6BhYNr53SD2Chpump
67	xt	SOLANA	9AvytnUKsLxPxFHFqS6VLxaxt5p6BhYNr53SD2Chpump
67OLD	mexc	SOL	76rTxzztXjJe7AUaBi7jQ5J61MFgpQgB4Cc934sWbonk
7	bitmart	SOL	84cAEWqiDsV5xXh6CB69Hi3HcnumBbdjH4THfyorpump
7	mexc	SOL	84cAEWqiDsV5xXh6CB69Hi3HcnumBbdjH4THfyorpump
8CHAN	mexc	SOL	9fcfqnpSW3ifkZeaRS19uHeovDRBLy57V89zh2rtpump
9BIT	bingx	SOL	HmMubgKx91Tpq3jmfcKQwsv5HrErqnCTTRJMB6afFR2u
9BIT	kucoin	SOL	HmMubgKx91Tpq3jmfcKQwsv5HrErqnCTTRJMB6afFR2u
9BIT	mexc	SOL	HmMubgKx91Tpq3jmfcKQwsv5HrErqnCTTRJMB6afFR2u
9TO5	mexc	SOL	3RWth1VzUdZRwNqjopueXXEoedqn2bezKbmB9oWgpump
A	binance	EOS	core.vaulta
A	bitget	VAULTA	core.vaulta
A	bybit	EOS	core.vaulta
A	hitbtc	VAULTA	core.vaulta
A	htx	EOS	core.vaulta
A	kucoin	EOS	core.vaulta
A	mexc	EOS	core.vaulta
A	okx	VAULTA	core.vaulta
A#1	bitmart	EOS	core.vaulta-A
A1X	mexc	EGLD	A1X-0d446d
A2Z	binance	ERC20	0x08dcb9b5989fb09ef80e85567ec1f49577a70d29
A2Z	bingx	ERC20	0x08dcb9b5989fb09ef80e85567ec1f49577a70d29
A2Z	bitget	ERC20	0x08dcb9b5989fb09ef80e85567ec1f49577a70d29
A2Z	bitmart	ETH	0x08dCb9B5989fb09ef80E85567ec1F49577a70D29
A2Z	coinex	ERC20	0x08dcb9b5989fb09ef80e85567ec1f49577a70d29
A2Z	gateio	ERC20	0x08dcb9b5989fb09ef80e85567ec1f49577a70d29
A2Z	hitbtc	ERC-20	0x08dcb9b5989fb09ef80e85567ec1f49577a70d29
A2Z	htx	ERC20	0x08dCb9B5989fb09ef80E85567ec1F49577a70D29
A2Z	kucoin	ERC20	0x08dcb9b5989fb09ef80e85567ec1f49577a70d29
A2Z	mexc	ERC20	0x08dCb9B5989fb09ef80E85567ec1F49577a70D29
A2Z	xt	ERC20	0x08dCb9B5989fb09ef80E85567ec1F49577a70D29
A3L	gateio	ERC20	invalid-A3L-870423-380
A3S	gateio	ERC20	invalid-A3S-870425-380
A47	bitget	SOL	CN162nCPpq3DxPCyKLbAvEJeB1aCxsnVTEG4ZU8vpump
A47	bitmart	SOL	CN162nCPpq3DxPCyKLbAvEJeB1aCxsnVTEG4ZU8vpump
A47	gateio	SOL	CN162nCPpq3DxPCyKLbAvEJeB1aCxsnVTEG4ZU8vpump
A47	kucoin	SOL	CN162nCPpq3DxPCyKLbAvEJeB1aCxsnVTEG4ZU8vpump
A47	mexc	SOL	CN162nCPpq3DxPCyKLbAvEJeB1aCxsnVTEG4ZU8vpump
A47	xt	SOLANA	CN162nCPpq3DxPCyKLbAvEJeB1aCxsnVTEG4ZU8vpump
A4M	mexc	BEP20	0xf92d62ed69242d655e685c96b98f32f1409c3262
A5L	gateio	ERC20	invalid-A5L-870426-380
A5S	gateio	ERC20	invalid-A5S-870428-380
A5T	gateio	ERC20	0xe8272210954eA85DE6D2Ae739806Ab593B5d9c51
A5T	mexc	ERC20	0xe8272210954eA85DE6D2Ae739806Ab593B5d9c51
A8	bingx	ANCIENT8	0xd812d616a7c54ee1c8e9c9cd20d72090bdf0d424
A8	bingx	ERC20	0x3e5a19c91266ad8ce2477b91585d1856b84062df
A8	bitget	ERC20	0x3e5a19c91266ad8ce2477b91585d1856b84062df
A8	bitmart	ETH	0x3E5A19c91266aD8cE2477B91585d1856B84062dF
A8	bybit	ERC20	0x3E5A19c91266aD8cE2477B91585d1856B84062dF
A8	coinbaseadvanced	ETHEREUM	0x3E5A19c91266aD8cE2477B91585d1856B84062dF
A8	coinex	ERC20	0x3e5a19c91266ad8ce2477b91585d1856b84062df
A8	gateio	ERC20	0x3e5a19c91266ad8ce2477b91585d1856b84062df
A8	htx	ERC20	0x3E5A19c91266aD8cE2477B91585d1856B84062dF
A8	mexc	ERC20	0x3E5A19c91266aD8cE2477B91585d1856B84062dF
AA	bingx	BEP20	0x01bf3d77cd08b19bf3f2309972123a2cca0f6936
AA	bitmart	BSC_BNB	0x01bf3D77cd08b19Bf3F2309972123a2cCa0F6936
AA	gateio	BEP20	0x01bf3d77cd08b19bf3f2309972123a2cca0f6936
AA	kucoin	ARBONE	0xb0ecc6ac0073c063dcfc026ccdc9039cae2998e1
AA	mexc	ARB	0xb0eCc6ac0073c063DCFC026cCdC9039Cae2998E1
AA	mexc	BEP20	0x01bf3D77cd08b19Bf3F2309972123a2cCa0F6936
AA	xt	BEP20	0x01bf3D77cd08b19Bf3F2309972123a2cCa0F6936
AAA	gateio	ERC20	0x8c6bf16c273636523c29db7db04396143770f6a0
AAA	mexc	BEP20	0xa39bF0446268D99C5c0A85ECF92970611912d386
AAA	mexc	ERC20	0x8c6bf16c273636523c29db7db04396143770f6a0
AAAAI	mexc	SOL	275FUEyp5o7TWo1dCDYJyprb4o2WBcxEQsvmt816pump
AAACAT	mexc	SUI	0xd976fda9a9786cda1a36dee360013d775a5e5f206f8e20f84fad3385e99eeb2d::aaa::AAA
AAAHHM	mexc	SOL	7Rtegu95FZZ2KX3zA37LU1ypicxu6pBysNEagFwhpump
AAB	hitbtc	ERC-20	0x686c650dbcfeaa75d09b883621ad810f5952bd5d
AABL	bitget	SOL	ENoD8J2J6wNHkcJkvVBkwq5JMiR1oNBfBZRkoHCQogyT
AAC	htx	MATIC	0xF424cAA15eF7F8524bF55bD838935A25cDf1caae
AAG	gateio	ERC20	0x5ba19d656b65f1684cfea4af428c23b9f3628f97
AAG	mexc	ERC20	0x5ba19d656B65f1684cFea4Af428C23B9f3628F97
AAI	bitget	ZKSYNC	0x144b83555d8a3119b0a69a7bc2f0a0388308fee3
AAI	mexc	BASE	0xDf8da8b53bAa464A6cE7Cac8eCC6d33E1aeaB215
AAI	mexc	ZKSYNC	0x144b83555d8a3119b0a69a7bc2f0a0388308fee3
AALON	bitmart	ETH	0xBE8eb7b51a08f9d52Bb6C8c7EcA699f0f89BfC02
